0	0	2	0.4	0	-0.5
0.05	-0.3125	2	0.384375	0.1	-0.468984
0.1	-0.619258	1.92019	0.353412	0.19601	-0.439149
0.15	-0.886985	1.77171	0.309063	0.284595	-0.41734
0.2	-1.09536	1.57983	0.254295	0.363586	-0.405992
0.25	-1.24093	1.3717	0.192248	0.432171	-0.403427
0.3	-1.33176	1.1675	0.12566	0.490546	-0.406452
0.35	-1.38015	0.978616	0.0566528	0.539477	-0.41226
0.4	-1.3979	0.809618	-0.013242	0.579958	-0.419016
0.45	-1.3945	0.66108	-0.0829673	0.613012	-0.425716
0.5	-1.37698	0.531599	-0.151816	0.639592	-0.431894
0.55	-1.35026	0.41902	-0.219329	0.660543	-0.437385
0.6	-1.31773	0.321063	-0.285216	0.676596	-0.442175
0.65	-1.28171	0.235604	-0.349301	0.688376	-0.446316
0.7	-1.24374	0.160776	-0.411488	0.696415	-0.449884
0.75	-1.20486	0.0949864	-0.471731	0.701164	-0.452958
0.8	-1.16578	0.0368973	-0.53002	0.703009	-0.455613
0.85	-1.12695	-0.0146087	-0.586368	0.702279	-0.457912
0.9	-1.08867	-0.0604623	-0.640801	0.699256	-0.459912
0.95	-1.05111	-0.10144	-0.693357	0.694184	-0.461658
1	-1.01441	-0.138189	-0.744077	0.687274	-0.46319
1.05	-0.978609	-0.171255	-0.793008	0.678712	-0.464539
1.1	-0.943743	-0.201096	-0.840195	0.668657	-0.465733
1.15	-0.909813	-0.228099	-0.885686	0.657252	-0.466795
1.2	-0.876805	-0.252594	-0.929526	0.644622	-0.467742
1.25	-0.844694	-0.274862	-0.97176	0.630879	-0.468591
1.3	-0.813452	-0.295145	-1.01243	0.616122	-0.469354
1.35	-0.783044	-0.31365	-1.05159	0.600439	-0.470043
1.4	-0.753433	-0.330558	-1.08926	0.583911	-0.470667
1.45	-0.724582	-0.346023	-1.12549	0.56661	-0.471234
1.5	-0.696454	-0.360184	-1.16031	0.548601	-0.471751
1.55	-0.669014	-0.373158	-1.19376	0.529943	-0.472224
1.6	-0.642225	-0.38505	-1.22587	0.510691	-0.472658
1.65	-0.616053	-0.395953	-1.25667	0.490893	-0.473058
1.7	-0.590467	-0.405948	-1.2862	0.470596	-0.473426
1.75	-0.565434	-0.415107	-1.31447	0.44984	-0.473767
1.8	-0.540925	-0.423494	-1.34151	0.428666	-0.474083
1.85	-0.516912	-0.431168	-1.36736	0.407107	-0.474377
1.9	-0.493368	-0.438177	-1.39203	0.385198	-0.474651
1.95	-0.470269	-0.444569	-1.41554	0.36297	-0.474907
2	-0.447589	-0.450385	-1.43792	0.340451	-0.475147
2.05	-0.425306	-0.455661	-1.45919	0.317668	-0.475373
2.1	-0.403399	-0.46043	-1.47936	0.294646	-0.475585
2.15	-0.381847	-0.464722	-1.49845	0.27141	-0.475785
2.2	-0.360632	-0.468565	-1.51648	0.247982	-0.475974
2.25	-0.339734	-0.471982	-1.53347	0.224383	-0.476153
2.3	-0.319136	-0.474996	-1.54942	0.200633	-0.476323
2.35	-0.298822	-0.477627	-1.56437	0.176751	-0.476484
2.4	-0.278776	-0.479892	-1.5783	0.152757	-0.476639
2.45	-0.258983	-0.481807	-1.59125	0.128666	-0.476786
2.5	-0.239428	-0.483389	-1.60322	0.104497	-0.476927
2.55	-0.220099	-0.484648	-1.61423	0.0802646	-0.477062
2.6	-0.200981	-0.485599	-1.62428	0.0559846	-0.477193
2.65	-0.182063	-0.486251	-1.63338	0.0316721	-0.477318
2.7	-0.163333	-0.486614	-1.64155	0.00734136	-0.477439
2.75	-0.144778	-0.486697	-1.64879	-0.0169935	-0.477557
2.8	-0.126388	-0.486508	-1.65511	-0.0413189	-0.477671
2.85	-0.108153	-0.486053	-1.66051	-0.0656215	-0.477781
2.9	-0.090062	-0.485338	-1.66502	-0.0898884	-0.477889
2.95	-0.0721049	-0.484368	-1.66862	-0.114107	-0.477994
3	-0.0542723	-0.483149	-1.67134	-0.138264	-0.478098
3.05	-0.0365549	-0.481683	-1.67316	-0.162348	-0.478199
3.1	-0.0189437	-0.479974	-1.67411	-0.186347	-0.478298
3.15	-0.00142999	-0.478025	-1.67418	-0.210248	-0.478396
3.2	0.0159949	-0.475836	-1.67338	-0.23404	-0.478493
3.25	0.0333393	-0.473411	-1.67172	-0.257711	-0.478589
3.3	0.0506114	-0.470748	-1.66919	-0.281248	-0.478685
3.35	0.0678192	-0.467849	-1.66579	-0.30464	-0.47878
3.4	0.0849704	-0.464712	-1.66155	-0.327876	-0.478874
3.45	0.102073	-0.461337	-1.65644	-0.350943	-0.478969
3.5	0.119134	-0.457722	-1.65049	-0.373829	-0.479063
3.55	0.136162	-0.453866	-1.64368	-0.396522	-0.479158
3.6	0.153163	-0.449764	-1.63602	-0.419011	-0.479254
3.65	0.170146	-0.445415	-1.62751	-0.441281	-0.479351
3.7	0.187117	-0.440813	-1.61816	-0.463322	-0.479449
3.75	0.204084	-0.435955	-1.60795	-0.48512	-0.479548
3.8	0.221054	-0.430835	-1.5969	-0.506661	-0.479649
3.85	0.238033	-0.425448	-1.585	-0.527934	-0.479751
3.9	0.25503	-0.419787	-1.57225	-0.548923	-0.479856
3.95	0.272052	-0.413844	-1.55864	-0.569615	-0.479964
4	0.289105	-0.407612	-1.54419	-0.589996	-0.480074
4.05	0.306198	-0.401081	-1.52888	-0.61005	-0.480187
4.1	0.323337	-0.394242	-1.51271	-0.629762	-0.480303
4.15	0.340529	-0.387085	-1.49569	-0.649116	-0.480424
4.2	0.357782	-0.379597	-1.4778	-0.668096	-0.480548
4.25	0.375104	-0.371766	-1.45904	-0.686685	-0.480677
4.3	0.392502	-0.363578	-1.43942	-0.704863	-0.480811
4.35	0.409983	-0.355018	-1.41892	-0.722614	-0.480951
4.4	0.427556	-0.346068	-1.39754	-0.739918	-0.481097
4.45	0.445227	-0.336712	-1.37528	-0.756753	-0.48125
4.5	0.463005	-0.32693	-1.35213	-0.7731	-0.48141
4.55	0.480897	-0.3167	-1.32808	-0.788935	-0.481578
4.6	0.498912	-0.305998	-1.30314	-0.804235	-0.481755
4.65	0.517057	-0.2948	-1.27728	-0.818975	-0.481942
4.7	0.53534	-0.283077	-1.25052	-0.833129	-0.482139
4.75	0.553769	-0.270799	-1.22283	-0.846669	-0.482348
4.8	0.572352	-0.257933	-1.19421	-0.859565	-0.482571
4.85	0.591096	-0.244441	-1.16466	-0.871787	-0.482808
4.9	0.610009	-0.230284	-1.13416	-0.883301	-0.48306
4.95	0.629098	-0.215417	-1.1027	-0.894072	-0.483331
5	0.64837	-0.199792	-1.07028	-0.904062	-0.48362
5.05	0.66783	-0.183354	-1.03689	-0.91323	-0.483932
5.1	0.687483	-0.166044	-1.00252	-0.921532	-0.484267
5.15	0.707336	-0.147796	-0.96715	-0.928922	-0.48463
5.2	0.727389	-0.128535	-0.93078	-0.935348	-0.485023
5.25	0.747644	-0.108181	-0.893398	-0.940757	-0.485449
5.3	0.768099	-0.0866408	-0.854993	-0.94509	-0.485914
5.35	0.788752	-0.0638121	-0.815556	-0.94828	-0.486422
5.4	0.809593	-0.0395795	-0.775076	-0.950259	-0.486978
5.45	0.830609	-0.0138131	-0.733545	-0.95095	-0.48759
5.5	0.851782	0.0136344	-0.690956	-0.950268	-0.488265
5.55	0.873082	0.0429294	-0.647302	-0.948122	-0.489012
5.6	0.894474	0.0742618	-0.602579	-0.944408	-0.489842
5.65	0.915903	0.107848	-0.556783	-0.939016	-0.490767
5.7	0.937301	0.143936	-0.509918	-0.931819	-0.491802
5.75	0.958574	0.18281	-0.46199	-0.922679	-0.492965
5.8	0.979599	0.224799	-0.41301	-0.911439	-0.494278
5.85	1.00021	0.270282	-0.362999	-0.897925	-0.495764
5.9	1.02019	0.3197	-0.31199	-0.88194	-0.497456
5.95	1.03924	0.373562	-0.260028	-0.863262	-0.499387
6	1.05698	0.432461	-0.207179	-0.841639	-0.501601
6.05	1.07289	0.497085	-0.153534	-0.816784	-0.504147
6.1	1.08626	0.568228	-0.0992212	-0.788373	-0.507082
6.15	1.09615	0.6468	-0.0444136	-0.756033	-0.510468
6.2	1.10126	0.733825	0.0106496	-0.719342	-0.514367
6.25	1.09983	0.830421	0.0656413	-0.677821	-0.51883
6.3	1.08944	0.937736	0.120113	-0.630934	-0.523874
6.35	1.06677	1.05681	0.173452	-0.578093	-0.529428
6.4	1.02733	1.18828	0.224818	-0.51868	-0.53525
6.45	0.965105	1.33183	0.273074	-0.452088	-0.540767
6.5	0.872432	1.48526	0.316695	-0.377825	-0.544842
6.55	0.74028	1.64292	0.353709	-0.29568	-0.545524
6.6	0.559784	1.7938	0.381698	-0.20599	-0.540022
6.65	0.32589	1.92002	0.397993	-0.109988	-0.525479
6.7	0.0432234	1.99814	0.400154	-0.0100814	-0.501027
6.75	-0.268739	2.006	0.386717	0.0902187	-0.470119
6.8	-0.577526	1.93396	0.357841	0.186917	-0.440105
6.85	-0.849437	1.79193	0.315369	0.276513	-0.417938
6.9	-1.06315	1.60455	0.262212	0.356741	-0.406228
6.95	-1.21422	1.39902	0.201501	0.426692	-0.403404
7	-1.3101	1.19597	0.135996	0.486491	-0.406282
7.05	-1.36286	1.00726	0.0678527	0.536853	-0.412028
7.1	-1.38427	0.837851	-0.00136071	0.578746	-0.418772
7.15	-1.38392	0.688575	-0.0705566	0.613175	-0.425484
7.2	-1.36891	0.558188	-0.139002	0.641084	-0.431685
7.25	-1.34429	0.444632	-0.206217	0.663316	-0.437202
7.3	-1.31353	0.345679	-0.271893	0.6806	-0.442016
7.35	-1.279	0.259237	-0.335843	0.693562	-0.446179
7.4	-1.2423	0.183453	-0.397958	0.702734	-0.449766
7.45	-1.20452	0.116744	-0.458184	0.708571	-0.452856
7.5	-1.16639	0.0577746	-0.516504	0.71146	-0.455524
7.55	-1.12839	0.00542763	-0.572923	0.711732	-0.457835
7.6	-1.09083	-0.0412287	-0.627465	0.70967	-0.459845
7.65	-1.05392	-0.0829721	-0.680161	0.705521	-0.461599
7.7	-1.01779	-0.120453	-0.731051	0.699499	-0.463138
7.75	-0.9825	-0.154219	-0.780176	0.691788	-0.464494
